Year	Item Number	Bar Code	Product Name	Vendor Name	Item Group	Item type	Sub Brand ID	Inventory Unit	Availabe Physcial Quantity Pcs	Packing	Availabe Physcial Quantity CTN	Sales Unit	Cost Price	Stock Total Value	Sales Price	Total Selling Price	Conversion Rate	Date	Profit_Margin	Revenue	Inventory_Value	Product_Category	Promo Revenue %	Rolling_Revenue	YearMonth
2021	1000002	3.48E+11	Product_0002	Vendor_E	Group_DD	PROMO	SubBrand_04	PCS	1031	17	60.65	PCS	3.85	3967.2	4.52	4657.49	0.058823529	02-10-2021	17.4	4165.06	3967.2	Home & Garden	0.644468675	2545.163333	2022-01
2021	1000011	8.05E+12	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1415	20	70.75	PCS	1.69	2388.74	2.71	3832.43	0.05	02-10-2021	60.44	3420.58	2388.74	Clothing	0	2842.603333	2022-01
2021	1000035	67600000000	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	883	22	40.14	PCS	2.85	2513.81	2.81	2479.33	0.045454545	02-10-2021	-1.37	2217.08	2513.81	Health & Beauty	0.2807516	3267.573333	2022-01
2021	1000007	8.32E+12	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	384	9	42.67	CTN	4.76	1828.64	6.28	2412.44	0.111111111	02-10-2021	31.93	2270.63	1828.64	Sports & Outdoors	0	2636.096667	2022-01
2021	1000031	13200000000	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	793	25	31.72	PCS	5.11	4056.09	6.13	4864.6	0.04	02-10-2021	19.93	4412.45	4056.09	Food & Beverages	0	2966.72	2022-01
2021	1000038	7.82E+11	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	411	20	20.55	PCS	5.15	2117.99	6.37	2616.58	0.05	02-10-2021	23.54	1834.01	2117.99	Books & Media	0	2839.03	2022-01
2021	1000030	1.55E+11	Product_0030	Vendor_A	Group_DD	CLEARANCE	SubBrand_01	PCS	819	22	37.23	PCS	2.28	1870.55	1.75	1432.85	0.045454545	02-10-2021	-23.4	1100.89	1870.55	Electronics	0	2449.116667	2022-01
2021	1000035	82200000000	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	914	19	48.11	CTN	2.63	2402.33	3.04	2781.99	0.052631579	02-10-2021	15.8	2457.37	2402.33	Health & Beauty	0.889806723	1797.423333	2022-01
2021	1000011	9.09E+12	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1417	17	83.35	PCS	1.47	2082.3	2.2	3114.77	0.058823529	03-10-2021	49.58	2218.75	2082.3	Clothing	0	1925.67	2022-01
2021	1000028	6.92E+11	Product_0028	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	764	23	33.22	PCS	3.09	2357.87	3.16	2413.85	0.043478261	03-10-2021	2.37	1858.88	2357.87	Clothing	0.624839787	2178.333333	2022-01
2021	1000005	43300000000	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	807	24	33.63	PCS	5.42	4371.75	8	6453.48	0.041666667	03-10-2021	47.62	5696.31	4371.75	Home & Garden	0	3257.98	2022-01
2021	1000024	5.06E+12	Product_0024	Vendor_E	Group_DD	PROMO	SubBrand_03	PCS	783	9	87	PCS	1.57	1231.64	1.68	1313.81	0.111111111	03-10-2021	6.67	1179.12	1231.64	Toys & Games	0.6981354	2911.436667	2022-01
2021	1000003	5.12E+12	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	916	15	61.07	PCS	1.68	1535.53	2.49	2281.54	0.066666667	03-10-2021	48.58	1692.08	1535.53	Clothing	0	2855.836667	2022-01
2021	1000007	50900000000	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	336	13	25.85	PCS	4.79	1609.14	6.6	2218.46	0.076923077	03-10-2021	37.87	1688.03	1609.14	Sports & Outdoors	0	1519.743333	2022-01
2021	1000031	78400000000	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	774	10	77.4	PCS	5.15	3988.6	5.98	4630.11	0.1	03-10-2021	16.08	3627.21	3988.6	Food & Beverages	0	2335.773333	2022-01
2021	1000038	4.25E+12	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	315	17	18.53	PCS	5.65	1779.61	7.26	2287.81	0.058823529	03-10-2021	28.56	1653.68	1779.61	Books & Media	0	2322.973333	2022-01
2021	1000039	7.29E+12	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	289	23	12.57	PCS	4.9	1416.04	6.03	1742.3	0.043478261	03-10-2021	23.04	1608.45	1416.04	Electronics	0	2296.446667	2022-01
2021	1000035	4.05E+11	Product_0035	Vendor_A	Group_DD	CLEARANCE	SubBrand_02	PCS	1331	22	60.5	PCS	3.05	4060.01	2.33	3107.75	0.045454545	04-10-2021	-23.45	2704.39	4060.01	Health & Beauty	0	1988.84	2022-01
2021	1000011	12600000000	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1440	8	180	PCS	1.73	2497.85	2.58	3714.5	0.125	04-10-2021	48.71	3093.18	2497.85	Clothing	0	2468.673333	2022-01
2021	1000002	2.88E+12	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	859	12	71.58	PCS	3.8	3261.45	5.64	4846.07	0.083333333	04-10-2021	48.59	3486.49	3261.45	Home & Garden	0	3094.686667	2022-01
2021	1000039	20500000000	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	316	24	13.17	CTN	5.7	1799.71	6.77	2138.34	0.041666667	04-10-2021	18.82	2110.12	1799.71	Electronics	0	2896.596667	2022-01
2021	1000024	5.34E+11	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	936	20	46.8	PCS	1.47	1373.57	2.16	2024.31	0.05	04-10-2021	47.38	1551.62	1373.57	Toys & Games	0	2382.743333	2022-01
2021	1000028	68800000000	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	628	19	33.05	PCS	3.06	1919.8	4.68	2939.37	0.052631579	04-10-2021	53.11	2066.89	1919.8	Clothing	0	1909.543333	2022-01
2021	1000007	79200000000	Product_0007	Vendor_B	Group_DD	PROMO	SubBrand_02	PCS	524	27	19.41	CTN	5.57	2919.1	5.58	2924.27	0.037037037	04-10-2021	0.18	2750.13	2919.1	Sports & Outdoors	0.023910144	2122.88	2022-01
2021	1000002	4.64E+12	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1087	15	72.47	PCS	4.17	4537.74	5.94	6454.04	0.066666667	04-10-2021	42.23	5529.92	4537.74	Home & Garden	0	3448.98	2022-01
2021	1000035	3.85E+12	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1079	19	56.79	PCS	2.84	3062.87	4.36	4707.22	0.052631579	04-10-2021	53.69	4016.08	3062.87	Health & Beauty	0	4098.71	2022-01
2021	1000030	4E+12	Product_0030	Vendor_A	Group_DD	PROMO	SubBrand_01	PCS	638	17	37.53	CTN	2.01	1280.81	1.91	1220.84	0.058823529	05-10-2021	-4.68	864.17	1280.81	Electronics	0.520916652	3470.056667	2022-01
2021	1000031	2.01E+12	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	743	17	43.71	CTN	4.94	3672.76	5.92	4398.7	0.058823529	05-10-2021	19.77	4329.26	3672.76	Food & Beverages	0	3069.836667	2022-01
2021	1000038	2.15E+12	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	306	21	14.57	PCS	4.91	1502.31	6.21	1898.96	0.047619048	05-10-2021	26.4	1376.03	1502.31	Books & Media	0	2189.82	2022-01
2021	1000011	3.67E+11	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1364	9	151.56	PCS	1.66	2262.49	2.46	3356.68	0.111111111	05-10-2021	48.36	2783.13	2262.49	Clothing	0	2829.473333	2022-01
2021	1000003	2.15E+11	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	936	19	49.26	PCS	1.79	1678.51	2.65	2479.13	0.052631579	05-10-2021	47.7	2091.47	1678.51	Clothing	0	2083.543333	2022-01
2021	1000011	2.5E+12	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1650	23	71.74	PCS	1.53	2519.98	2.45	4036.58	0.043478261	05-10-2021	60.18	3375.56	2519.98	Clothing	0	2750.053333	2022-01
2021	1000039	40100000000	Product_0039	Vendor_A	Group_DD	CLEARANCE	SubBrand_04	PCS	412	18	22.89	PCS	5.78	2380.53	4.19	1726.15	0.055555556	05-10-2021	-27.49	1255.07	2380.53	Electronics	0	2240.7	2022-01
2021	1000005	17000000000	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	822	10	82.2	CTN	5.55	4565.46	7.58	6232.98	0.1	05-10-2021	36.52	5011.67	4565.46	Home & Garden	0	3214.1	2022-01
2021	1000007	8.14E+11	Product_0007	Vendor_B	Group_DD	CLEARANCE	SubBrand_02	PCS	380	13	29.23	CTN	4.96	1883.22	3.63	1380.4	0.076923077	05-10-2021	-26.7	1368.18	1883.22	Sports & Outdoors	0	2544.973333	2022-01
2021	1000003	56400000000	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1117	19	58.79	CTN	1.71	1910.56	2.5	2792.76	0.052631579	06-10-2021	46.17	2772.26	1910.56	Clothing	0	3050.703333	2022-01
2021	1000002	1.57E+11	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1172	27	43.41	CTN	4.13	4841.57	6.13	7178.76	0.037037037	06-10-2021	48.27	5441.77	4841.57	Home & Garden	0	3194.07	2022-01
2021	1000028	8.95E+11	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	635	14	45.36	PCS	3.1	1965.65	4.86	3088.76	0.071428571	06-10-2021	57.14	2516.35	1965.65	Clothing	0	3576.793333	2022-01
2021	1000035	73200000000	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	1301	14	92.93	PCS	2.7	3517.12	2.85	3710.96	0.071428571	06-10-2021	5.51	2716.48	3517.12	Health & Beauty	0.824129507	3558.2	2022-01
2021	1000030	5.95E+11	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	422	9	46.89	PCS	2.16	910.59	2.61	1099.97	0.111111111	06-10-2021	20.8	985.81	910.59	Electronics	0	2072.88	2022-01
2021	1000038	93700000000	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	438	16	27.38	CTN	5.5	2409.41	6.8	2979.57	0.0625	06-10-2021	23.66	2171.34	2409.41	Books & Media	0	1957.876667	2022-01
2021	1000030	85000000000	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	665	27	24.63	PCS	2.1	1396.45	2.58	1716.66	0.037037037	06-10-2021	22.93	1368.8	1396.45	Electronics	0	1508.65	2022-01
2021	1000005	65500000000	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	572	19	30.11	PCS	4.66	2664.68	6.51	3723.07	0.052631579	06-10-2021	39.72	3470.62	2664.68	Home & Garden	0	2336.92	2022-01
2021	1000007	41500000000	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	535	22	24.32	PCS	4.85	2594.76	6.46	3454.53	0.045454545	06-10-2021	33.13	2670.94	2594.76	Sports & Outdoors	0	2503.453333	2022-01
2021	1000028	52900000000	Product_0028	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	562	18	31.22	PCS	3.69	2071.47	3.35	1884.21	0.055555556	06-10-2021	-9.04	1416	2071.47	Clothing	0.810256589	2519.186667	2022-01
2021	1000038	42000000000	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	335	14	23.93	PCS	4.94	1653.96	6.05	2027.91	0.071428571	07-10-2021	22.61	1950.46	1653.96	Books & Media	0	2012.466667	2022-01
2021	1000035	9.66E+12	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	1037	10	103.7	PCS	2.71	2805.88	2.63	2727.88	0.1	07-10-2021	-2.78	2241.38	2805.88	Health & Beauty	0.284115672	1869.28	2022-01
2021	1000003	2.97E+12	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1134	8	141.75	PCS	1.95	2211.14	2.93	3319.81	0.125	07-10-2021	50.14	2766.8	2211.14	Clothing	0	2319.546667	2022-01
2021	1000030	79400000000	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	607	23	26.39	PCS	2.3	1398.46	2.7	1635.95	0.043478261	07-10-2021	16.98	1350.76	1398.46	Electronics	0	2119.646667	2022-01
2021	1000005	25200000000	Product_0005	Vendor_C	Group_DD	PROMO	SubBrand_03	PCS	746	27	27.63	CTN	5.35	3992.58	5.87	4381.07	0.037037037	07-10-2021	9.73	3596.08	3992.58	Home & Garden	0.018118439	2571.213333	2022-01
2021	1000031	7.41E+12	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	929	25	37.16	PCS	5.36	4977.54	6.17	5734.75	0.04	07-10-2021	15.21	4724.03	4977.54	Food & Beverages	0	3223.623333	2022-01
2021	1000024	6.04E+11	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	811	27	30.04	PCS	1.56	1261.4	2.19	1777.99	0.037037037	07-10-2021	40.95	1267.59	1261.4	Toys & Games	0	3195.9	2022-01
2021	1000039	8.06E+12	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	275	11	25	CTN	5.44	1497.27	6.42	1766.4	0.090909091	07-10-2021	17.97	1308.37	1497.27	Electronics	0	2433.33	2022-01
2021	1000003	20700000000	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	976	22	44.36	PCS	1.69	1653.54	2.63	2562.15	0.045454545	07-10-2021	54.95	1873.85	1653.54	Clothing	0	1483.27	2022-01
2021	1000007	25100000000	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	554	27	20.52	PCS	5.24	2903.19	7.15	3961.56	0.037037037	08-10-2021	36.46	3315.5	2903.19	Sports & Outdoors	0	2165.906667	2022-01
2021	1000038	3.94E+12	Product_0038	Vendor_D	Group_DD	PROMO	SubBrand_04	PCS	477	14	34.07	PCS	4.86	2319.72	4.98	2373.31	0.071428571	08-10-2021	2.31	2117.63	2319.72	Books & Media	0.105187641	2435.66	2022-01
2021	1000011	3.82E+12	Product_0011	Vendor_E	Group_DD	PROMO	SubBrand_03	PCS	1630	8	203.75	PCS	1.67	2719.3	1.81	2955.46	0.125	08-10-2021	8.68	2083.17	2719.3	Clothing	0.799326541	2505.433333	2022-01
2021	1000030	62300000000	Product_0030	Vendor_A	Group_DD	PROMO	SubBrand_01	PCS	467	27	17.3	CTN	1.97	922.11	2	936.21	0.037037037	08-10-2021	1.53	913.96	922.11	Electronics	0.08890339	1704.92	2022-01
2021	1000028	87800000000	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	667	14	47.64	PCS	3.12	2080.71	4.67	3112.61	0.071428571	08-10-2021	49.59	2871.87	2080.71	Clothing	0	1956.333333	2022-01
2021	1000024	92000000000	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1096	14	78.29	PCS	1.63	1788.52	2.5	2738.05	0.071428571	08-10-2021	53.09	2019.51	1788.52	Toys & Games	0	1935.113333	2022-01
2021	1000035	92500000000	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	1080	27	40	PCS	2.98	3219.39	2.74	2958.53	0.037037037	08-10-2021	-8.1	2145.98	3219.39	Health & Beauty	0.377764398	2345.786667	2022-01
2021	1000031	7.43E+12	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	914	10	91.4	PCS	5.21	4761.93	6	5479.75	0.1	08-10-2021	15.07	5372.98	4761.93	Food & Beverages	0	3179.49	2022-01
2021	1000002	2.21E+12	Product_0002	Vendor_E	Group_DD	PROMO	SubBrand_04	PCS	979	17	57.59	PCS	3.56	3487.12	3.37	3294.47	0.058823529	08-10-2021	-5.52	2330.68	3487.12	Home & Garden	0.373076737	3283.213333	2022-01
2021	1000039	2.07E+12	Product_0039	Vendor_A	Group_DD	PROMO	SubBrand_04	PCS	309	8	38.63	PCS	4.77	1473.21	5.5	1701.04	0.125	09-10-2021	15.46	1298.31	1473.21	Electronics	0.655096474	3000.656667	2022-01
2021	1000005	3.83E+12	Product_0005	Vendor_C	Group_DD	CLEARANCE	SubBrand_03	PCS	737	12	61.42	PCS	4.73	3484.67	3	2211.69	0.083333333	09-10-2021	-36.53	1735.2	3484.67	Home & Garden	0	1788.063333	2022-01
2021	1000038	11900000000	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	329	12	27.42	PCS	5.91	1942.96	7.5	2469.12	0.083333333	09-10-2021	27.08	2435.99	1942.96	Books & Media	0	1823.166667	2022-01
2021	1000005	99100000000	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	780	10	78	PCS	5.4	4208.38	7.4	5769.45	0.1	09-10-2021	37.09	5441.24	4208.38	Home & Garden	0	3204.143333	2022-01
2021	1000007	40100000000	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	350	22	15.91	PCS	5.58	1952.56	7.59	2655.07	0.045454545	09-10-2021	35.98	2436.55	1952.56	Sports & Outdoors	0	3437.926667	2022-01
2021	1000007	29900000000	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	387	23	16.83	PCS	5.16	1996.52	6.45	2496.01	0.043478261	09-10-2021	25.02	2467	1996.52	Sports & Outdoors	0	3448.263333	2022-01
2021	1000038	49200000000	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	362	18	20.11	PCS	5.29	1916.61	6.75	2444.3	0.055555556	09-10-2021	27.53	2349.17	1916.61	Books & Media	0	2417.573333	2022-01
2021	1000002	4.78E+12	Product_0002	Vendor_E	Group_DD	PROMO	SubBrand_04	PCS	868	21	41.33	PCS	4.08	3538.4	4.88	4234.88	0.047619048	09-10-2021	19.68	3179.03	3538.4	Home & Garden	0.612340066	2665.066667	2022-01
2021	1000031	2.19E+12	Product_0031	Vendor_E	Group_DD	PROMO	SubBrand_01	PCS	914	20	45.7	CTN	5.24	4792.75	5.1	4658.02	0.05	09-10-2021	-2.81	3679.42	4792.75	Food & Beverages	0.919146343	3069.206667	2022-01
2021	1000035	4.28E+12	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1233	23	53.61	PCS	2.89	3557.48	4.32	5323.12	0.043478261	10-10-2021	49.63	4957.32	3557.48	Health & Beauty	0	3938.59	2022-01
2021	1000011	3.94E+12	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1700	26	65.38	PCS	1.52	2587.94	2.33	3958.57	0.038461538	10-10-2021	52.96	3842.47	2587.94	Clothing	0	4159.736667	2022-01
2021	1000024	5.04E+12	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1144	13	88	CTN	1.47	1676.74	2.31	2642.76	0.076923077	10-10-2021	57.61	1928.33	1676.74	Toys & Games	0	3576.04	2022-01
2021	1000003	6.27E+11	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1290	17	75.88	PCS	1.94	2497.6	2.87	3696.95	0.058823529	10-10-2021	48.02	3067.34	2497.6	Clothing	0	2946.046667	2022-01
2021	1000039	4.14E+12	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	216	11	19.64	PCS	5.72	1235.3	6.98	1508.07	0.090909091	10-10-2021	22.08	1238.11	1235.3	Electronics	0	2077.926667	2022-01
2021	1000005	3.02E+11	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	666	18	37	CTN	4.72	3140.59	6.54	4356.33	0.055555556	10-10-2021	38.71	3400.62	3140.59	Home & Garden	0	2568.69	2022-01
2021	1000024	49600000000	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1031	24	42.96	PCS	1.42	1463.57	2.09	2154.54	0.041666667	10-10-2021	47.21	1737.83	1463.57	Toys & Games	0	2125.52	2022-01
2021	1000031	22500000000	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	759	21	36.14	PCS	4.88	3705.86	5.82	4415.1	0.047619048	10-10-2021	19.14	4310.48	3705.86	Food & Beverages	0	3149.643333	2022-01
2021	1000030	2.86E+11	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	719	22	32.68	PCS	2.12	1521	2.59	1862.27	0.045454545	10-10-2021	22.44	1752.63	1521	Electronics	0	2600.313333	2022-01
2021	1000007	8.89E+11	Product_0007	Vendor_B	Group_DD	PROMO	SubBrand_02	PCS	275	22	12.5	PCS	5.29	1455.68	6.19	1701.48	0.045454545	11-10-2021	16.89	1278.06	1455.68	Sports & Outdoors	0.656066379	2447.056667	2022-01
2021	1000003	8.63E+12	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1266	10	126.6	PCS	1.99	2519.08	3.09	3909.7	0.1	11-10-2021	55.2	3578.98	2519.08	Clothing	0	2203.223333	2022-01
2021	1000038	8.43E+11	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	361	15	24.07	PCS	5.55	2001.92	7.07	2552.74	0.066666667	11-10-2021	27.51	2033.33	2001.92	Books & Media	0	2296.79	2022-01
2021	1000028	74600000000	Product_0028	Vendor_A	Group_DD	CLEARANCE	SubBrand_02	PCS	564	18	31.33	PCS	3.59	2027.38	2.67	1506.39	0.055555556	11-10-2021	-25.7	1143.84	2027.38	Clothing	0	2252.05	2022-01
2021	1000035	80000000000	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1277	8	159.63	PCS	3.09	3950	4.39	5602.03	0.125	11-10-2021	41.82	4572.59	3950	Health & Beauty	0	2583.253333	2022-01
2021	1000005	8.21E+11	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	700	13	53.85	PCS	4.77	3335.84	7.09	4964.89	0.076923077	11-10-2021	48.83	4250.62	3335.84	Home & Garden	0	3322.35	2022-01
2021	1000011	6.01E+11	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1568	19	82.53	CTN	1.72	2704.26	2.77	4336.21	0.052631579	11-10-2021	60.35	3685.07	2704.26	Clothing	0	4169.426667	2022-01
2021	1000002	9.55E+12	Product_0002	Vendor_E	Group_DD	PROMO	SubBrand_04	PCS	1255	9	139.44	CTN	3.57	4486.15	3.74	4692.26	0.111111111	11-10-2021	4.59	4572.55	4486.15	Home & Garden	0.763074772	4169.413333	2022-01
2021	1000039	10800000000	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	335	14	23.93	CTN	5.3	1774.85	6.6	2211.54	0.071428571	11-10-2021	24.6	1567.31	1774.85	Electronics	0	3274.976667	2022-01
2021	1000030	1.21E+12	Product_0030	Vendor_A	Group_DD	PROMO	SubBrand_01	PCS	537	22	24.41	PCS	2.11	1130.64	2.27	1219.71	0.045454545	12-10-2021	7.88	1183.78	1130.64	Electronics	0.529353508	2441.213333	2022-01
2021	1000024	3.67E+11	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	846	18	47	PCS	1.63	1377.04	2.39	2025.21	0.055555556	12-10-2021	47.07	1644.32	1377.04	Toys & Games	0	1465.136667	2022-01
2021	1000003	25000000000	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1369	26	52.65	PCS	1.79	2446.44	2.87	3928.67	0.038461538	12-10-2021	60.59	3457.72	2446.44	Clothing	0	2095.273333	2022-01
2021	1000005	1.51E+12	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	635	19	33.42	PCS	5.34	3394.06	7.06	4483.03	0.052631579	12-10-2021	32.08	3146.43	3394.06	Home & Garden	0	2749.49	2022-01
2021	1000002	32700000000	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	912	22	41.45	PCS	3.58	3269.16	4.99	4551.68	0.045454545	12-10-2021	39.23	3294.27	3269.16	Home & Garden	0	3299.473333	2022-01
2021	1000028	26500000000	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	838	19	44.11	PCS	3.38	2833.26	5.28	4427.85	0.052631579	12-10-2021	56.28	3338.49	2833.26	Clothing	0	3259.73	2022-01
2021	1000007	3.01E+12	Product_0007	Vendor_B	Group_DD	PROMO	SubBrand_02	PCS	417	11	37.91	PCS	5.06	2109.11	5.1	2125.53	0.090909091	12-10-2021	0.78	1977.05	2109.11	Sports & Outdoors	0.996701582	2869.936667	2022-01
2021	1000011	3.73E+12	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1268	19	66.74	PCS	1.58	2007.03	2.51	3188.6	0.052631579	12-10-2021	58.87	2276.19	2007.03	Clothing	0	2530.576667	2022-01
2021	1000039	92400000000	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	216	21	10.29	PCS	5.61	1211.05	6.98	1508.61	0.047619048	12-10-2021	24.57	1326.99	1211.05	Electronics	0	1860.076667	2022-01
2021	1000035	8.32E+12	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	1090	21	51.9	PCS	2.95	3217.77	2.94	3201.84	0.047619048	13-10-2021	-0.5	2686.35	3217.77	Health & Beauty	0.598174919	2096.51	2022-01
2021	1000024	7.6E+12	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	913	12	76.08	PCS	1.39	1271.57	1.98	1810.61	0.083333333	13-10-2021	42.39	1530.52	1271.57	Toys & Games	0	1847.953333	2022-01
2021	1000028	7.38E+12	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	663	19	34.89	CTN	3.07	2034.4	4.48	2967.41	0.052631579	13-10-2021	45.86	2677.08	2034.4	Clothing	0	2297.983333	2022-01
2021	1000035	89600000000	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1209	16	75.56	PCS	2.64	3193.82	3.98	4817.03	0.0625	13-10-2021	50.82	3795.63	3193.82	Health & Beauty	0	2667.743333	2022-01
2021	1000030	8.53E+11	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	614	9	68.22	PCS	2.27	1392.8	2.81	1726.41	0.111111111	13-10-2021	23.95	1700.35	1392.8	Electronics	0	2724.353333	2022-01
2021	1000011	68000000000	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1242	27	46	PCS	1.49	1844.69	2.36	2925.06	0.037037037	13-10-2021	58.57	2256.32	1844.69	Clothing	0	2584.1	2022-01
2021	1000038	9.73E+11	Product_0038	Vendor_D	Group_DD	PROMO	SubBrand_04	PCS	415	9	46.11	PCS	5.24	2175.54	6.05	2510.56	0.111111111	13-10-2021	15.4	1997.33	2175.54	Books & Media	0.719791569	1984.666667	2022-01
2021	1000031	1.56E+11	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	864	13	66.46	PCS	5.05	4364.69	5.84	5042.89	0.076923077	13-10-2021	15.54	3817.34	4364.69	Food & Beverages	0	2690.33	2022-01
2021	1000039	62600000000	Product_0039	Vendor_A	Group_DD	PROMO	SubBrand_04	PCS	354	21	16.86	PCS	5.06	1790.76	4.59	1623.57	0.047619048	13-10-2021	-9.34	1444.16	1790.76	Electronics	0.229460365	2419.61	2022-01
